unique_id,address
53313725824,16 AARON RD TARNEIT 3029
53313723903,13 AARON RD TARNEIT 3029
53313684682,18 AARON RD TARNEIT 3029
53313651824,8 AARON RD TARNEIT 3029
53313673216,5 AARON RD TARNEIT 3029
53313656574,22 AARON RD TARNEIT 3029
53313646245,6 AARON RD TARNEIT 3029
53314032270,12 AARON RD TARNEIT 3029
53314133079,7 AARON RD TARNEIT 3029
53313934334,26 AARON RD TARNEIT 3029
53313731831,7 ABARTH GR BURNSIDE 3023
53313613030,6 ABARTH GR BURNSIDE 3023
53313568761,17 ABARTH GR BURNSIDE 3023
53313905089,8 ABARTH GR BURNSIDE 3023
53313600871,16 ABARTH GR BURNSIDE 3023
53314018577,2 ABARTH GR BURNSIDE 3023
53314046414,3 ABARTH GR BURNSIDE 3023
53313896724,5 ABARTH GR BURNSIDE 3023
53314002060,15 ABARTH ST TARNEIT 3029
53313990024,16 ABARTH ST TARNEIT 3029
53313863260,21 ABARTH ST TARNEIT 3029
53313900066,8 ABARTH ST TARNEIT 3029
53313947304,3 ABARTH ST TARNEIT 3029
53314165493,17 ABARTH ST TARNEIT 3029
53313951209,11 ABARTH ST TARNEIT 3029
53313961256,9 ABARTH ST TARNEIT 3029
53314029524,14 ABARTH ST TARNEIT 3029
53313957525,5 ABARTH ST TARNEIT 3029
53314003777,13 ABARTH ST TARNEIT 3029
53313926695,18 ABARTH ST TARNEIT 3029
53313913586,7 ABARTH ST TARNEIT 3029
53313587786,77 ABBEYGATE DR WERRIBEE 3030
53313851655,91 ABBEYGATE DR WERRIBEE 3030
53313818712,99 ABBEYGATE DR WERRIBEE 3030
53313576021,81 ABBEYGATE DR WERRIBEE 3030
53313723464,79 ABBEYGATE DR WERRIBEE 3030
53313668727,83 ABBEYGATE DR WERRIBEE 3030
53313851670,111 ABBEYGATE DR WERRIBEE 3030
53313853674,97 ABBEYGATE DR WERRIBEE 3030
53313637665,95 ABBEYGATE DR WERRIBEE 3030
53313638409,93 ABBEYGATE DR WERRIBEE 3030
53313855241,105 ABBEYGATE DR WERRIBEE 3030
53314006062,89 ABBEYGATE DR WERRIBEE 3030
53304912381,5 ABBOT CT ST ALBANS 3021
53304893160,2 ABBOT CT ST ALBANS 3021
53304552385,4 ABBOT CT ST ALBANS 3021
53304704367,1 ABBOT CT ST ALBANS 3021
53304674395,3 ABBOT CT ST ALBANS 3021
53300491242,15 ABBOT ST HAMILTON 3300
53307529745,26 ABBOTSFORD LANE CAROLINE SPRINGS 3023
53313196598,25 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313339550,49 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313127386,24 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313254023,6 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313522131,57 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313148788,79 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313533376,43 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313150927,15 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313154844,50 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313171725,7 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313137526,8 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313263413,19 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313264674,81 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313536414,33 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313171790,73 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313119063,21 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313228323,62 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313197910,67 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313205662,3 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313254858,11 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313533392,37 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313311734,17 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313262884,83 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313321526,69 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313406848,66 ABBOTSWICK CCT WILLIAMS LANDING 3027
53313916846,70 ABBOTSWICK CCT WILLIAMS LANDING 3027
53314018859,13 ABBOTSWICK CCT WILLIAMS LANDING 3027
53301295344,99999 ABEL ST GOLDEN SQUARE 3555
53313419626,51 ABERDEEN DR JUNORTOUN 3551
